school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,F,17,U,GT3,A,1,4,services,health,other,other,2,2,no,no,no,yes,yes,yes,no,no,1,5,3,5,5,4,7,3,3,0
MS,M,18,R,LE3,A,1,4,health,teacher,course,other,2,3,no,yes,yes,yes,no,no,yes,yes,2,1,5,4,5,1,5,14,0,5
GP,F,16,U,GT3,A,0,2,other,teacher,course,father,4,1,no,yes,yes,no,yes,yes,no,no,1,3,2,3,3,3,19,12,10,6
MS,M,21,U,LE3,A,0,2,other,other,other,mother,4,0,yes,no,no,no,no,no,yes,no,1,3,4,5,1,3,17,17,4,7
GP,M,20,R,LE3,T,2,3,other,at_home,reputation,other,1,2,yes,no,no,no,no,yes,no,yes,2,2,4,1,5,1,15,19,18,12
MS,M,18,R,LE3,T,2,1,teacher,teacher,course,mother,1,1,no,yes,no,no,no,yes,no,yes,4,5,5,1,2,2,7,4,18,11
MS,M,20,U,GT3,T,4,1,services,at_home,reputation,father,2,0,no,no,yes,no,no,no,yes,yes,1,1,3,3,4,3,22,17,3,7
MS,F,17,U,GT3,T,0,2,other,at_home,reputation,father,2,0,yes,no,yes,no,no,no,no,yes,1,4,2,5,2,2,27,7,1,5
GP,M,17,U,GT3,A,4,1,teacher,other,course,mother,1,3,no,yes,no,yes,no,no,no,no,1,2,3,4,2,4,29,0,6,2
GP,F,17,R,GT3,A,3,2,health,at_home,home,mother,3,2,yes,no,yes,no,no,no,no,no,4,1,1,4,3,5,3,18,12,10
MS,M,15,U,GT3,A,4,4,other,health,reputation,other,3,1,no,yes,no,no,no,yes,no,no,3,1,3,2,1,1,2,16,19,13
GP,F,20,U,LE3,T,1,3,other,at_home,course,father,4,0,yes,yes,yes,yes,no,no,no,no,5,3,1,3,3,3,14,1,20,15
GP,M,18,U,LE3,A,4,0,teacher,other,reputation,father,1,3,no,no,no,no,yes,no,no,no,5,5,4,5,1,1,5,18,11,12
GP,F,18,R,LE3,T,2,3,services,other,other,father,1,1,no,yes,yes,no,no,no,no,no,4,4,2,3,5,4,30,15,1,7
GP,F,19,R,LE3,A,3,2,health,other,home,mother,4,1,yes,no,no,no,yes,yes,no,yes,1,5,1,4,3,4,30,17,8,10
GP,M,19,U,GT3,A,1,2,other,teacher,home,other,2,0,yes,yes,yes,yes,yes,yes,yes,no,5,3,3,5,4,4,0,1,15,9
GP,M,21,U,GT3,T,4,3,services,health,other,mother,2,1,no,no,no,yes,no,no,no,no,4,4,3,1,1,4,17,5,7,2
MS,M,19,R,LE3,T,3,2,health,teacher,other,mother,3,0,no,no,yes,no,yes,no,yes,no,2,4,4,1,3,5,22,6,17,9
MS,M,17,R,GT3,A,3,1,at_home,services,reputation,mother,1,3,yes,no,yes,yes,no,no,no,yes,5,2,5,5,4,2,10,5,3,1
GP,F,18,R,GT3,A,1,1,at_home,health,other,other,2,3,no,no,yes,no,no,no,yes,yes,2,4,5,3,2,2,2,5,10,6
MS,M,20,R,LE3,T,4,2,health,at_home,home,mother,3,1,yes,no,no,no,no,yes,no,no,1,1,3,3,5,5,29,8,16,10
MS,F,17,R,LE3,A,3,2,teacher,other,other,father,3,0,yes,yes,yes,no,no,no,yes,yes,5,5,5,1,5,2,12,7,7,2
MS,F,15,R,GT3,A,3,1,health,services,course,father,3,2,no,yes,yes,yes,yes,yes,yes,yes,4,5,2,1,2,4,16,20,18,15
MS,M,19,R,GT3,T,0,2,health,health,course,father,2,3,yes,no,yes,no,yes,no,no,no,3,2,5,4,3,2,17,8,7,1
GP,F,17,R,LE3,A,3,2,teacher,teacher,reputation,other,2,0,yes,yes,no,no,no,no,yes,no,5,4,2,5,2,1,25,11,5,7
MS,F,17,R,LE3,T,0,3,teacher,other,home,mother,1,0,no,no,yes,no,yes,yes,no,no,5,3,3,3,4,2,25,17,1,5
MS,F,15,U,LE3,A,4,0,services,teacher,course,other,1,0,yes,no,no,no,yes,no,no,yes,5,1,3,4,1,1,13,5,14,10
GP,F,16,U,GT3,T,4,1,services,health,other,mother,3,1,yes,yes,yes,no,yes,no,yes,yes,5,2,3,3,3,3,24,3,0,1
GP,M,18,U,LE3,A,4,3,teacher,health,course,father,3,2,yes,yes,no,yes,no,no,no,no,4,4,4,1,1,1,6,6,5,3
MS,M,20,R,LE3,T,2,0,at_home,services,course,mother,2,1,yes,no,no,no,yes,no,yes,yes,4,3,5,5,2,1,6,17,18,10
MS,M,21,U,GT3,A,4,2,at_home,at_home,reputation,mother,2,3,no,no,yes,yes,yes,yes,yes,yes,3,4,1,2,5,4,13,19,3,6
MS,M,16,R,GT3,T,3,2,health,teacher,other,mother,1,1,yes,no,no,no,yes,no,no,yes,4,2,1,5,1,4,25,4,12,5
MS,F,19,R,GT3,A,1,3,other,services,other,other,1,0,no,no,no,yes,no,no,no,no,4,3,3,2,1,4,23,17,14,12
MS,F,17,U,GT3,A,0,2,health,other,other,mother,4,1,yes,no,yes,no,yes,yes,no,no,1,3,5,4,5,1,14,9,8,5
MS,M,15,R,GT3,A,2,4,health,at_home,reputation,mother,1,0,no,no,no,no,yes,no,no,no,1,3,2,2,1,5,11,7,2,4
GP,M,15,U,LE3,A,4,3,other,services,other,mother,2,2,yes,yes,no,yes,no,yes,no,no,2,3,1,2,1,4,11,0,1,3
MS,M,18,U,LE3,A,4,0,teacher,teacher,other,other,3,1,no,no,no,yes,yes,no,yes,no,3,4,3,4,5,4,7,14,15,8
MS,F,16,U,GT3,A,1,3,at_home,health,course,other,4,1,yes,no,no,no,no,no,yes,yes,1,3,1,5,5,1,15,2,17,9
GP,M,21,R,GT3,A,1,1,health,other,course,other,1,1,yes,yes,yes,yes,no,no,no,yes,3,4,1,4,2,3,8,14,17,12
GP,M,18,U,GT3,A,2,3,other,teacher,other,mother,1,0,yes,no,no,yes,no,yes,no,yes,3,3,1,1,2,3,1,13,5,7
GP,M,17,R,GT3,A,0,2,services,at_home,home,father,2,0,yes,no,no,no,no,yes,no,yes,5,3,3,1,1,2,13,0,17,9
GP,F,18,U,GT3,T,4,2,health,at_home,home,father,4,1,no,yes,yes,no,no,no,yes,yes,3,2,3,2,3,3,23,20,10,14
MS,F,20,U,LE3,T,2,4,at_home,health,other,father,1,1,no,no,yes,no,no,yes,yes,yes,5,4,4,4,2,4,23,7,6,2
MS,F,15,U,LE3,A,3,4,teacher,health,home,mother,3,2,yes,yes,no,no,yes,no,yes,no,2,4,4,4,2,5,28,6,13,5
MS,F,15,R,LE3,T,3,4,health,other,reputation,father,2,2,no,no,yes,no,no,yes,no,no,2,5,4,4,3,2,15,8,17,11
MS,F,19,R,LE3,A,2,0,health,other,course,father,4,3,yes,yes,yes,yes,yes,no,no,yes,2,2,1,5,3,5,4,17,6,8
MS,F,19,R,GT3,A,4,4,other,health,reputation,father,1,2,yes,yes,yes,no,yes,yes,yes,no,5,4,5,3,5,5,4,11,9,9
MS,F,21,U,LE3,T,2,0,services,health,course,mother,1,2,no,yes,yes,yes,no,no,no,yes,5,2,3,3,2,4,19,7,7,4
GP,F,17,U,GT3,A,4,4,services,at_home,home,father,4,2,no,no,yes,no,yes,yes,no,yes,2,2,4,3,4,1,29,7,13,5
MS,M,20,R,GT3,A,1,0,teacher,health,home,father,2,0,no,no,yes,no,yes,yes,yes,no,5,2,5,5,4,1,20,5,17,12
GP,M,16,R,GT3,T,2,3,at_home,services,other,mother,4,2,yes,yes,yes,yes,yes,yes,yes,no,4,1,4,4,1,1,17,2,4,3
GP,F,18,R,LE3,T,4,3,teacher,teacher,home,other,4,2,yes,yes,yes,no,no,yes,no,yes,4,4,4,3,2,3,17,1,13,6
MS,F,21,R,GT3,A,2,2,health,health,home,father,2,1,no,no,yes,yes,yes,no,yes,no,5,2,5,4,4,1,4,13,9,4
GP,M,17,R,LE3,T,2,0,health,other,other,other,1,0,yes,no,no,yes,yes,no,no,yes,5,1,4,2,2,4,10,7,14,7
MS,F,19,R,LE3,T,4,1,services,services,other,father,3,3,no,no,no,yes,no,yes,yes,yes,1,1,1,3,2,3,12,5,5,5
GP,F,18,U,GT3,A,4,2,at_home,other,course,mother,2,3,no,no,no,no,yes,no,yes,yes,1,3,1,2,4,1,2,3,8,5
MS,F,19,R,GT3,T,0,3,other,services,home,other,3,2,no,no,no,no,yes,yes,no,yes,3,3,1,5,2,5,16,4,9,2
GP,M,18,U,GT3,T,2,0,at_home,health,course,other,1,3,no,yes,no,no,yes,no,no,yes,3,4,2,1,3,4,24,20,16,15
MS,M,16,U,LE3,A,3,4,health,teacher,course,other,4,3,no,no,yes,no,no,yes,yes,no,3,3,4,5,1,4,17,12,0,3
MS,M,17,R,GT3,T,2,1,other,other,reputation,other,3,3,no,yes,yes,no,yes,no,no,yes,2,4,2,5,5,2,13,8,13,11
MS,M,18,R,LE3,T,2,3,at_home,services,home,father,1,2,yes,no,no,no,yes,no,yes,no,4,1,3,5,4,4,11,12,3,3
MS,M,20,U,GT3,A,4,2,at_home,at_home,home,father,1,3,yes,yes,no,yes,no,yes,no,yes,2,1,5,3,5,5,13,8,1,1
MS,F,21,R,GT3,A,2,0,other,health,reputation,other,4,2,no,yes,yes,no,no,yes,yes,no,5,4,3,2,1,4,25,15,2,5
GP,M,15,R,LE3,A,2,1,health,teacher,course,father,4,1,no,no,no,no,no,yes,yes,yes,1,3,2,3,3,2,17,11,6,5
GP,F,20,U,LE3,T,3,0,at_home,health,home,other,1,1,no,yes,yes,no,yes,yes,yes,no,5,3,1,1,3,4,29,1,13,5
GP,F,20,U,LE3,A,4,4,other,at_home,course,other,1,3,yes,yes,no,no,no,yes,no,yes,5,4,4,5,3,4,19,18,11,14
MS,M,21,U,LE3,A,2,2,health,teacher,reputation,mother,3,1,no,yes,yes,yes,no,no,yes,yes,1,5,4,4,3,2,1,15,18,16
GP,M,15,R,LE3,T,1,0,other,at_home,other,other,1,2,no,yes,no,yes,no,yes,yes,no,5,3,1,1,4,4,6,12,17,10
MS,F,20,U,LE3,A,0,3,other,health,course,father,1,1,no,no,yes,yes,yes,no,yes,no,3,2,4,2,4,3,14,4,14,8
MS,F,18,R,GT3,A,3,2,at_home,services,home,other,3,3,yes,yes,no,yes,no,yes,yes,no,1,3,5,1,2,4,27,5,0,0
GP,F,18,U,GT3,A,2,3,health,health,other,mother,2,2,no,no,no,yes,no,no,no,no,5,5,5,3,2,1,9,20,2,10
GP,M,18,U,LE3,A,1,0,at_home,health,course,father,3,0,yes,yes,yes,no,no,no,no,no,3,1,5,4,1,1,14,16,14,13
MS,M,15,U,GT3,T,2,2,teacher,health,course,mother,3,2,yes,no,yes,yes,no,yes,yes,no,3,1,3,3,2,3,16,16,3,8
GP,M,20,R,LE3,A,2,3,teacher,other,other,mother,4,1,no,no,no,yes,no,yes,yes,yes,4,1,1,5,1,4,10,16,14,11
MS,M,15,R,GT3,A,4,4,health,at_home,other,other,3,0,yes,no,no,no,yes,no,no,yes,3,3,5,5,1,5,1,2,9,7
MS,M,18,U,GT3,T,4,4,other,at_home,other,mother,1,2,yes,yes,yes,no,yes,no,yes,yes,2,1,2,1,1,4,26,12,5,8
MS,F,21,U,LE3,A,4,0,at_home,at_home,home,mother,1,0,yes,no,yes,yes,no,yes,no,no,1,5,5,5,3,1,20,11,12,8
MS,M,20,U,LE3,T,1,2,at_home,other,home,father,1,0,no,no,yes,no,no,no,yes,no,1,5,3,5,5,2,30,5,6,2
MS,F,20,R,LE3,T,2,1,health,services,course,mother,2,0,yes,yes,no,no,no,no,no,no,1,3,2,2,5,3,17,20,0,6
GP,F,19,U,GT3,T,0,2,health,health,course,other,1,2,no,no,no,yes,yes,no,yes,yes,5,2,1,2,4,2,24,12,10,8
GP,F,19,R,LE3,A,3,4,teacher,services,reputation,other,2,1,no,yes,yes,no,yes,no,no,no,5,3,1,3,1,5,3,13,13,14
MS,M,16,U,GT3,T,4,3,services,other,home,other,1,2,no,yes,no,yes,yes,no,no,yes,2,1,5,3,3,4,8,6,5,4
MS,M,17,U,LE3,T,4,1,health,at_home,course,mother,3,1,yes,no,no,yes,yes,no,no,no,3,3,2,2,2,5,26,4,4,3
GP,M,19,U,GT3,T,2,0,services,health,other,father,4,2,no,yes,yes,no,no,yes,yes,no,5,5,2,1,2,2,27,13,18,14
GP,F,15,U,GT3,A,2,1,health,teacher,other,other,1,2,yes,yes,no,yes,no,yes,no,no,3,3,5,2,4,4,16,17,18,14
MS,F,19,U,LE3,A,1,0,other,teacher,home,mother,2,2,yes,yes,yes,yes,no,yes,no,yes,3,3,5,3,4,5,16,3,12,8
GP,F,16,U,GT3,A,1,1,other,services,other,other,2,1,yes,no,yes,no,no,yes,yes,no,5,2,4,4,1,1,16,0,6,1
MS,F,20,R,GT3,A,4,0,teacher,at_home,reputation,other,4,2,yes,yes,no,no,yes,no,yes,yes,5,5,4,5,1,1,29,6,7,3
GP,F,16,U,LE3,A,2,0,teacher,teacher,course,father,1,0,no,yes,no,no,no,yes,yes,no,2,4,5,4,2,3,15,19,13,10
MS,F,20,R,GT3,A,0,1,services,services,course,other,3,2,no,yes,yes,no,yes,no,yes,no,4,4,3,4,2,1,19,12,18,11
GP,M,21,U,LE3,A,3,1,health,other,course,father,1,0,yes,no,yes,yes,yes,no,no,no,1,5,4,5,2,1,24,3,18,10
MS,M,21,U,LE3,T,2,0,at_home,services,home,mother,1,3,no,yes,yes,no,no,yes,yes,no,5,4,5,2,2,2,7,12,11,10
GP,M,20,R,LE3,T,2,4,teacher,services,other,other,4,3,no,no,no,no,yes,yes,yes,yes,5,1,2,1,5,1,22,3,8,5
GP,M,17,U,LE3,T,1,1,at_home,services,reputation,mother,1,1,no,yes,yes,yes,yes,no,yes,no,3,4,4,4,1,1,14,2,13,7
MS,F,19,R,GT3,T,3,2,at_home,health,home,mother,3,1,yes,no,yes,yes,no,yes,yes,yes,4,1,3,1,1,2,0,7,5,2
GP,F,15,R,GT3,A,4,3,health,services,course,mother,2,3,no,no,yes,yes,yes,yes,yes,no,5,5,1,3,2,1,18,19,14,14
MS,M,15,U,GT3,T,2,0,services,services,reputation,other,4,2,yes,no,yes,yes,yes,no,yes,no,4,4,2,4,3,1,24,7,12,5
GP,F,18,R,LE3,T,4,0,health,health,course,father,3,2,no,yes,no,no,no,no,yes,no,1,4,3,3,2,3,14,16,6,5
MS,M,20,R,GT3,T,2,3,teacher,health,course,other,2,2,yes,yes,no,no,yes,no,no,yes,3,1,3,2,4,1,8,14,10,9
GP,M,15,U,GT3,T,4,4,at_home,other,home,mother,4,3,yes,yes,yes,yes,yes,no,no,no,2,1,3,4,3,1,4,3,9,6
MS,M,17,R,LE3,A,3,3,health,at_home,course,father,4,0,yes,no,no,yes,no,no,no,yes,1,3,2,3,4,3,15,5,0,2
GP,F,20,U,LE3,A,1,1,health,teacher,reputation,mother,2,1,no,yes,no,yes,yes,no,no,yes,4,2,3,3,3,2,27,5,6,4
MS,M,17,U,GT3,A,3,3,health,teacher,course,father,2,0,yes,yes,no,yes,no,yes,no,no,4,4,1,2,4,1,12,9,17,12
GP,M,15,U,LE3,T,0,0,teacher,services,other,other,3,3,no,no,yes,no,yes,yes,yes,yes,1,2,4,1,2,5,15,3,2,0
MS,M,15,U,LE3,A,1,3,services,other,course,father,1,0,yes,yes,no,yes,yes,yes,yes,no,4,2,2,1,2,2,21,8,8,5
MS,F,18,R,LE3,T,3,2,health,services,home,other,1,2,no,yes,no,no,no,no,yes,yes,2,4,3,4,3,2,10,15,4,5
MS,F,15,U,LE3,A,0,1,teacher,teacher,reputation,mother,1,2,yes,no,yes,yes,no,no,yes,yes,2,1,5,2,4,1,12,6,12,5
GP,M,20,U,GT3,A,2,3,at_home,health,home,father,1,0,no,no,yes,no,yes,yes,no,yes,4,3,4,4,5,3,5,13,15,10
MS,F,21,R,LE3,A,2,0,other,at_home,other,mother,1,3,yes,yes,no,no,no,yes,no,yes,4,5,2,1,3,2,25,5,15,8
GP,F,20,U,LE3,A,4,1,teacher,other,course,father,3,0,yes,no,no,no,yes,yes,yes,no,2,4,5,2,3,3,19,0,11,4
MS,F,20,U,LE3,A,1,0,other,health,home,other,4,2,yes,yes,yes,no,no,no,yes,yes,4,4,5,5,1,5,16,17,17,13
GP,F,18,R,LE3,T,2,4,health,at_home,home,father,3,2,no,yes,yes,yes,yes,yes,no,no,5,5,3,2,3,3,4,11,10,2
MS,F,18,R,LE3,A,1,2,health,other,home,father,3,3,yes,yes,yes,no,yes,yes,no,yes,3,2,2,2,5,4,28,14,16,12
GP,F,15,R,LE3,T,2,4,teacher,other,home,other,3,0,yes,yes,yes,yes,yes,yes,no,no,5,3,3,5,2,3,16,0,6,2
GP,F,16,R,LE3,T,4,2,other,teacher,other,other,4,2,yes,yes,no,no,yes,no,yes,no,4,2,1,3,4,2,0,14,14,10
MS,F,16,R,LE3,T,3,3,health,health,other,other,3,2,yes,no,yes,no,yes,yes,yes,yes,4,5,5,3,1,3,26,14,5,3
GP,F,18,R,GT3,T,4,1,at_home,other,course,father,3,0,no,no,no,yes,no,yes,no,yes,3,5,1,3,4,3,4,15,5,10
GP,F,15,R,LE3,T,0,3,services,other,course,mother,4,0,yes,yes,no,yes,no,no,no,no,4,3,3,1,2,4,4,20,17,17
MS,M,16,U,GT3,A,2,2,services,at_home,reputation,father,3,1,yes,no,no,no,yes,no,yes,yes,3,5,4,2,3,4,6,0,18,5
GP,M,15,R,LE3,A,0,2,health,teacher,other,father,1,3,no,no,yes,no,yes,no,yes,yes,2,5,5,5,5,1,15,2,19,9
GP,F,15,R,LE3,A,0,2,other,services,home,mother,2,3,no,yes,yes,yes,no,no,yes,yes,3,3,4,1,1,2,17,11,18,14
GP,M,15,R,LE3,A,1,0,health,teacher,home,other,3,0,no,no,no,no,no,no,yes,yes,3,4,2,5,5,1,30,6,1,1
MS,M,19,U,LE3,T,2,1,other,services,reputation,father,2,3,yes,no,no,yes,no,yes,no,yes,5,2,5,1,5,4,5,4,2,0
GP,F,20,U,GT3,A,0,3,at_home,health,home,mother,3,2,no,yes,no,yes,no,yes,no,yes,4,4,1,1,5,3,1,0,13,5
MS,F,15,R,LE3,A,3,3,other,health,reputation,other,3,0,no,yes,no,yes,no,no,no,yes,2,4,4,1,5,4,30,0,3,2
GP,F,19,R,LE3,T,0,4,health,other,course,other,1,0,no,yes,no,no,yes,no,yes,yes,1,2,2,5,2,5,12,14,16,17
GP,M,18,R,GT3,T,3,2,at_home,health,other,father,4,0,yes,yes,yes,no,yes,no,yes,yes,3,4,5,4,5,3,9,7,5,6
GP,M,16,U,GT3,A,1,2,teacher,other,reputation,other,2,1,yes,yes,yes,yes,no,no,yes,no,1,3,2,1,5,1,20,10,18,9
MS,F,20,U,LE3,A,0,2,services,teacher,home,other,4,3,yes,yes,yes,yes,no,yes,no,yes,4,2,1,3,2,3,19,13,8,6
GP,F,21,R,GT3,T,4,3,health,health,reputation,mother,1,1,no,yes,no,yes,no,yes,no,yes,3,1,5,2,4,5,10,12,3,4
GP,F,16,U,GT3,A,1,4,health,teacher,course,mother,1,2,yes,no,no,yes,no,no,no,yes,1,4,2,4,2,4,25,18,6,6
MS,M,20,R,GT3,A,3,0,health,teacher,home,other,2,3,no,yes,yes,no,no,no,yes,yes,5,5,3,4,3,2,20,11,3,2
GP,M,21,U,LE3,A,1,1,at_home,health,course,mother,4,1,no,no,yes,yes,no,no,yes,yes,1,2,5,5,2,2,1,18,10,11
MS,M,16,U,LE3,A,0,0,teacher,teacher,course,other,1,0,no,no,no,no,no,no,no,no,5,1,5,4,4,2,7,3,1,0
MS,M,20,R,LE3,T,2,3,other,health,reputation,father,3,1,yes,yes,yes,yes,no,yes,yes,no,2,5,5,5,3,4,23,3,9,6
GP,F,16,R,GT3,T,2,2,teacher,health,course,mother,3,0,no,no,yes,no,no,no,no,yes,4,1,5,5,3,2,21,2,5,6
MS,F,16,R,LE3,T,3,1,at_home,health,home,other,3,1,no,no,yes,no,yes,no,no,no,1,4,3,3,1,5,18,5,7,3
GP,F,21,R,GT3,A,3,3,health,services,course,other,4,1,yes,no,no,no,no,yes,no,yes,3,5,1,1,5,4,19,4,14,8
MS,F,16,U,LE3,A,2,3,services,teacher,course,mother,3,1,no,yes,no,no,no,no,no,yes,4,4,3,4,3,2,16,10,12,6
MS,M,16,U,LE3,A,3,3,health,at_home,reputation,mother,3,0,no,no,yes,no,yes,yes,yes,no,1,5,3,1,3,1,15,8,1,3
GP,M,21,U,GT3,A,1,1,other,health,course,father,1,1,no,no,no,yes,yes,no,yes,no,3,2,2,1,4,4,24,2,19,12
MS,F,18,R,LE3,A,4,1,services,teacher,other,other,1,3,yes,yes,yes,yes,yes,no,yes,no,3,3,4,1,3,4,9,8,0,4
MS,F,15,U,GT3,T,4,4,health,other,reputation,father,3,3,no,no,yes,no,no,yes,yes,no,3,3,4,5,4,3,4,11,14,10
MS,M,17,R,GT3,A,1,4,services,health,reputation,father,3,3,yes,no,no,yes,no,no,yes,no,3,1,2,1,5,2,13,2,6,2
MS,F,19,U,LE3,A,4,0,teacher,health,home,father,1,0,yes,no,no,yes,no,yes,yes,yes,1,5,3,4,1,1,23,19,17,14
MS,M,17,R,GT3,T,0,1,at_home,at_home,home,mother,2,0,no,no,no,yes,no,yes,no,yes,2,4,2,5,1,5,18,16,9,9
GP,F,17,R,LE3,A,1,1,health,services,home,father,4,3,no,no,yes,yes,yes,yes,yes,yes,5,2,5,4,5,4,3,20,14,13
MS,F,20,U,LE3,T,3,1,other,services,home,mother,4,3,no,yes,yes,yes,no,no,yes,no,5,2,2,5,5,5,19,11,4,4
GP,F,15,R,GT3,T,1,4,teacher,health,other,mother,1,3,no,no,yes,yes,no,no,yes,yes,5,2,2,2,2,5,15,17,10,9
MS,F,20,R,LE3,T,2,3,health,teacher,reputation,father,4,2,yes,yes,no,yes,yes,yes,no,no,2,3,5,2,3,5,23,3,7,3
GP,F,15,U,GT3,T,3,2,teacher,other,course,father,1,3,yes,no,yes,no,no,no,yes,yes,3,4,4,2,3,3,14,9,20,14
GP,F,21,R,LE3,T,2,4,other,other,home,other,1,1,no,yes,yes,yes,no,no,no,no,3,2,5,2,3,5,27,17,7,10
MS,F,21,R,LE3,A,3,1,health,teacher,home,father,1,2,yes,yes,yes,yes,no,no,yes,no,4,2,1,5,4,2,8,7,5,3
MS,M,15,R,LE3,T,4,4,other,health,home,other,1,2,no,yes,yes,yes,no,yes,yes,yes,5,1,2,1,2,2,2,8,14,7
MS,M,16,U,LE3,T,1,0,services,other,course,father,2,0,no,no,no,no,yes,yes,yes,yes,5,5,2,3,3,1,22,18,14,13
GP,M,18,U,LE3,A,0,1,other,services,home,father,3,1,no,no,no,no,yes,no,no,yes,3,5,4,3,4,1,8,12,4,7
MS,M,16,R,GT3,A,3,0,services,teacher,course,father,3,0,no,no,no,yes,yes,yes,no,yes,5,5,3,2,4,5,17,5,12,7
GP,M,18,U,GT3,T,3,1,health,at_home,reputation,father,2,0,yes,no,yes,no,yes,no,yes,no,3,1,5,1,1,5,3,6,13,6
GP,F,20,R,GT3,A,2,4,services,health,reputation,other,4,1,yes,no,yes,no,no,no,yes,yes,3,3,3,4,4,3,18,20,10,10
GP,F,18,R,GT3,A,4,3,health,teacher,reputation,other,4,0,no,yes,yes,yes,no,no,yes,no,3,1,1,1,5,5,23,5,19,14
MS,M,20,R,GT3,T,2,2,health,other,other,father,3,1,no,yes,no,no,no,yes,no,yes,1,2,5,4,4,5,3,10,20,13
MS,F,21,R,GT3,T,2,0,at_home,health,course,father,4,1,yes,yes,no,yes,yes,yes,no,yes,1,4,1,3,5,5,8,16,11,12
GP,M,17,R,LE3,A,4,4,health,services,home,other,3,0,yes,no,no,no,yes,no,yes,yes,1,2,1,1,5,4,0,18,19,13
GP,M,21,U,LE3,T,0,3,services,health,home,mother,3,3,yes,no,no,yes,yes,yes,no,yes,1,2,1,1,1,4,0,11,0,5
MS,F,21,R,GT3,T,2,4,at_home,health,home,mother,2,0,no,yes,no,no,no,no,no,yes,2,4,5,3,1,3,19,20,2,8
GP,F,17,U,GT3,A,2,0,at_home,services,home,mother,4,2,yes,no,yes,yes,no,yes,no,no,4,5,5,1,4,3,18,20,7,9
MS,F,18,U,LE3,T,3,2,health,services,other,other,2,0,no,no,no,yes,yes,yes,no,yes,4,1,4,4,1,2,2,12,11,10
GP,M,18,R,LE3,T,4,4,other,health,home,other,3,1,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,9,17,14,14
MS,F,20,R,LE3,T,1,1,other,services,other,mother,3,2,yes,yes,no,yes,no,no,yes,yes,5,2,3,4,3,2,11,6,2,0
GP,M,16,U,GT3,T,0,3,at_home,teacher,course,mother,3,1,no,no,yes,yes,no,no,no,no,1,2,3,2,4,5,17,4,7,3
MS,M,20,U,GT3,T,0,4,health,services,reputation,father,1,3,yes,no,no,no,no,no,no,yes,4,3,1,1,4,3,13,15,18,14
GP,M,16,U,GT3,A,4,3,other,services,home,other,1,3,no,yes,no,yes,yes,yes,no,yes,4,1,5,4,4,3,9,3,19,10
MS,F,21,R,LE3,A,3,1,health,health,reputation,other,1,2,no,no,no,yes,yes,no,yes,yes,1,2,5,3,1,3,9,0,5,3
MS,F,17,U,LE3,T,3,2,health,teacher,course,mother,2,3,no,yes,yes,no,yes,no,yes,no,2,3,1,2,1,2,17,3,17,10
GP,M,21,R,GT3,A,4,2,at_home,at_home,course,mother,3,3,no,yes,yes,yes,yes,no,no,no,2,2,2,1,5,2,23,2,10,6
GP,F,15,R,GT3,T,3,1,at_home,at_home,home,other,4,0,no,yes,no,no,no,no,no,yes,4,5,3,4,2,1,0,3,11,5
MS,F,18,R,LE3,T,0,3,teacher,other,course,father,2,0,no,no,no,yes,no,yes,no,yes,2,5,4,1,2,2,29,0,1,0
GP,F,16,U,LE3,T,0,4,other,services,reputation,mother,2,3,yes,yes,no,no,no,yes,no,yes,1,2,2,4,2,2,14,11,4,8
MS,M,20,R,LE3,T,1,1,other,services,home,other,2,3,yes,yes,no,no,yes,no,yes,no,4,2,5,1,3,4,7,12,3,5
GP,M,17,R,LE3,T,4,0,other,teacher,other,other,4,0,no,no,yes,yes,no,yes,yes,yes,1,5,1,2,1,3,25,1,8,7
MS,F,16,R,GT3,A,2,3,services,at_home,home,father,3,3,yes,yes,no,no,no,yes,yes,no,2,2,3,2,5,2,2,8,12,11
MS,M,20,R,LE3,A,2,2,health,other,reputation,father,1,3,no,no,yes,yes,no,yes,yes,yes,1,1,1,1,5,3,17,6,12,6
MS,F,18,R,LE3,T,1,1,at_home,teacher,home,mother,3,1,yes,no,no,yes,no,yes,yes,no,2,1,5,1,2,3,8,12,14,12
MS,F,21,U,LE3,A,1,2,other,services,home,mother,3,3,yes,no,yes,no,no,yes,yes,no,2,4,1,5,3,4,15,1,1,0
MS,F,18,R,GT3,T,3,3,teacher,at_home,reputation,mother,2,2,no,yes,yes,yes,yes,no,no,no,1,1,3,1,3,3,20,0,12,9
MS,F,19,R,GT3,A,1,2,other,other,home,other,2,1,yes,yes,no,yes,no,yes,no,yes,2,2,1,1,2,2,14,17,6,8
GP,M,15,U,LE3,T,1,1,health,health,home,mother,2,2,no,no,yes,no,no,no,yes,no,3,2,3,2,2,3,29,6,16,10
GP,M,19,R,LE3,A,2,3,health,at_home,reputation,other,1,3,yes,no,no,yes,yes,no,yes,yes,1,3,1,1,1,1,4,17,7,6
GP,M,17,U,LE3,T,3,0,at_home,other,course,mother,1,0,no,no,yes,yes,yes,no,yes,no,3,1,1,3,3,1,12,18,17,12
MS,F,16,R,GT3,T,1,1,services,teacher,reputation,father,1,1,yes,yes,yes,no,no,yes,no,yes,1,5,3,1,5,4,21,7,14,9
